mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	Trill:prallprall
55	54	212	216	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1172							
55	54	213	217	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1173							
55	54	214	218	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1174							
55	54	215	219	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1175							
56	55		220	0.5	1	0	0	Chord	4/4	1	1	1/8	1/8	1	1176							
56	55		441/2	1.0	1	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	1177							
56	55		443/2	0.25	1	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1178							
56	55		887/4	0.25	1	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1179							
56	55		222	0.5	1	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1180							
56	55		445/2	0.5	1	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1181							
56	55		223	0.5	1	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1182							
56	55		447/2	0.5	1	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1183							
56	55		220	0.5	1	0	0	Chord	4/4	1	2	1/8	1/8	1	1184							
56	55		441/2	0.25	1	1/8	1/8	Chord	4/4	1	2	1/16	1/16	1	1185							
56	55		883/4	0.25	1	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	1186							
56	55		221	0.25	1	1/4	1/4	Chord	4/4	1	2	1/16	1/16	1	1187							
56	55		885/4	0.25	1	5/16	5/16	Chord	4/4	1	2	1/16	1/16	1	1188							
56	55		443/2	0.25	1	3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	1189							
56	55		887/4	0.25	1	7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	1190							
56	55		220	0.5	1	0	0	Chord	4/4	2	1	1/8	1/8	1	1191							
56	55		441/2	0.5	1	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1192							
56	55		221	1.0	1	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1193							
56	55		222	0.5	1	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1194							
56	55		445/2	1.0	1	5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	1195							
56	55		447/2	0.5	1	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1196							
57	55	216	224	1.5	2	0	0	Chord	4/4	1	1	3/8	1/4	3/2	1197							
57	55	216	224	1.5	2	0	0	Chord	4/4	1	2	3/8	1/4	3/2	1198							
57	55	216	224	1.5	2	0	0	Chord	4/4	2	1	3/8	1/4	3/2	1199							
